cand id	bleu	R1f	R1p	R1r	R2f	R2p	R2r	RLf	RLp	RLr	glove_wms	glove_sms	glove_s+wms	elmo_wms	elmo_sms	elmo_s+wms	bert_wms	bert_sms	bert_s+wms	bertscore-p	bertscore-r	bertscore-f1	SentBERT	score
1877	0	0.346153841	0.315789474	0.382978723	0.117647054	0.107142857	0.130434783	0.344827581	0.326086957	0.365853659	0.011366508	0.104608352	0.034565559	2.33E-07	0.000278197	8.05E-06	2.88E-06	0.000441324	3.58E-05	0.8572768	0.8715674	0.86436313	7.67E-10	0
1878	0	0.241758237	0.224489796	0.261904762	0.067415725	0.0625	0.073170732	0.26315789	0.25	0.277777778	0.002986113	0.045749749	0.012009204	6.02E-08	0.000128231	2.85E-06	9.44E-07	0.00019908	1.41E-05	0.82516134	0.86612856	0.8451488	2.73E-10	0
1879	0	0.288659789	0.274509804	0.304347826	0.084210521	0.08	0.088888889	0.271604933	0.282051282	0.261904762	0.023331892	0.126384116	0.054302675	2.20E-07	0.000390641	9.26E-06	7.13E-07	0.00022877	1.28E-05	0.86207795	0.8500746	0.8560343	7.88E-09	1
1880	0.0147533	0.245901634	0.234375	0.25862069	0.083333328	0.079365079	0.087719298	0.242990649	0.254901961	0.232142857	0.014405596	0.102681062	0.038460111	1.57E-07	0.000312111	7.01E-06	4.66E-06	0.000552321	5.09E-05	0.85759366	0.8680114	0.86277115	2.30E-09	0.5
1881	0.008328571	0.294736837	0.254545455	0.35	0.107526877	0.092592593	0.128205128	0.299999995	0.272727273	0.333333333	0.00743626	0.074096891	0.023507851	5.69E-08	0.000162399	3.04E-06	1.45E-06	0.000238658	1.87E-05	0.8703285	0.8717841	0.87105566	6.14E-10	0.5
1882	0.005493148	0.474074069	0.380952381	0.62745098	0.195488717	0.156626506	0.26	0.571428567	0.5	0.666666667	0.034107338	0.093820503	0.056576011	1.34E-06	0.000572249	2.78E-05	4.38E-06	0.000639964	5.30E-05	0.87796056	0.90772843	0.89259636	3.85E-09	0.5
1883	0.005701101	0.306569338	0.259259259	0.375	0.103703699	0.0875	0.127272727	0.293577977	0.262295082	0.333333333	0.027188618	0.122502812	0.057712069	3.25E-07	0.000560597	1.35E-05	3.25E-06	0.000879677	5.35E-05	0.86425245	0.8809654	0.8725289	2.14E-09	0.5
1884	0.006524415	0.37931034	0.314285714	0.47826087	0.157894732	0.130434783	0.2	0.329896902	0.290909091	0.380952381	0.044078022	0.136254207	0.0774972	7.35E-07	0.000539791	1.99E-05	3.01E-06	0.000494518	3.86E-05	0.8768437	0.8965573	0.88659084	1.94E-08	1
1885	0	0.354838705	0.333333333	0.379310345	0.065573766	0.061538462	0.070175439	0.274509799	0.254545455	0.29787234	0.01544806	0.111189309	0.041752764	6.98E-08	0.000307432	4.63E-06	1.04E-06	0.000429507	2.13E-05	0.8515774	0.8604067	0.85596925	4.43E-09	0
1886	0.008032414	0.236559135	0.192982456	0.305555556	0.087912083	0.071428571	0.114285714	0.238095233	0.192307692	0.3125	0.003594862	0.055334174	0.014164362	4.11E-08	0.000146823	2.46E-06	1.03E-06	0.000303921	1.78E-05	0.8736614	0.9002192	0.88674146	1.01E-09	0.5
1887	0.024929917	0.388888884	0.368421053	0.411764706	0.171428566	0.162162162	0.181818182	0.392857138	0.407407407	0.379310345	0.017936297	0.062282613	0.033450386	8.65E-07	0.000222784	1.39E-05	3.08E-06	0.000187138	2.41E-05	0.8791314	0.896414	0.8876886	9.21E-09	-0.5
1888	0	0.556390972	0.596774194	0.521126761	0.427480911	0.459016393	0.4	0.627118639	0.649122807	0.606557377	0.055318397	0.159969076	0.094167363	5.67E-06	0.000926	7.28E-05	1.60E-05	0.001565054	0.00015858	0.90965617	0.9299173	0.9196752	1.49E-07	0.5
1889	0	0.116666662	0.114754098	0.118644068	0.016949148	0.016666667	0.017241379	0.161290319	0.357142857	0.104166667	0.002212204	0.037348182	0.009129675	1.92E-08	6.53E-05	1.12E-06	2.62E-07	6.40E-05	4.09E-06	0.828716	0.8162507	0.82243615	1.39E-11	-0.5
1890	0.016657143	0.216216212	0.290909091	0.172043011	0.013698625	0.018518519	0.010869565	0.146788986	0.186046512	0.121212121	0.001486853	0.048480578	0.008541099	1.88E-09	3.45E-05	2.55E-07	6.91E-08	7.22E-05	2.23E-06	0.82902706	0.81498384	0.8219455	1.65E-11	0.5
1891	0	0.220338978	0.295454545	0.175675676	0.034482754	0.046511628	0.02739726	0.155555551	0.205882353	0.125	0.003067386	0.075540417	0.015257517	7.24E-09	0.000137353	1.00E-06	1.97E-07	0.000306618	7.78E-06	0.8441738	0.83173054	0.837906	2.85E-10	0.5
1892	0	0.144927531	0.147058824	0.142857143	0	0	0	0.151515147	0.147058824	0.15625	0.008220039	0.08408618	0.02630682	3.47E-08	0.000190664	2.57E-06	8.17E-07	0.000172009	1.19E-05	0.8597516	0.8668565	0.8632895	5.52E-11	1
1893	0.010986296	0.180180176	0.120481928	0.357142857	0.036697244	0.024390244	0.074074074	0.212765953	0.149253731	0.37037037	0.003450485	0.058043426	0.014182177	1.86E-08	0.000112033	1.45E-06	6.39E-07	0.00017442	1.08E-05	0.84615725	0.89070284	0.8678589	1.33E-10	1
1894	0.011260111	0.27941176	0.215909091	0.395833333	0.089552234	0.068965517	0.127659574	0.209523805	0.166666667	0.282051282	0.003633711	0.060627561	0.01494318	6.86E-08	0.000130249	3.01E-06	1.43E-06	0.000430945	2.48E-05	0.8529967	0.8741329	0.86343545	4.77E-10	0
1895	0.016657143	0.252100835	0.272727273	0.234375	0	0	0	0.212765953	0.238095238	0.192307692	0.003165778	0.068033999	0.014675851	7.93E-09	0.000139991	1.05E-06	7.20E-07	0.00024533	1.34E-05	0.8506951	0.86225855	0.8564378	1.48E-10	0.5
1896	0.012464958	0.277227718	0.358974359	0.225806452	0.181818177	0.236842105	0.147540984	0.247191006	0.314285714	0.203703704	0.005559777	0.114618037	0.025289933	5.52E-08	0.000435287	4.90E-06	3.41E-06	0.000680137	4.82E-05	0.8753562	0.85295373	0.86400986	2.59E-09	-0.5
1897	0.008816154	0.499999995	0.464285714	0.541666667	0.333333328	0.309090909	0.361702128	0.505494501	0.46	0.56097561	0.023312208	0.090178144	0.045941666	1.82E-06	0.000786901	3.79E-05	1.19E-05	0.00089818	0.000103562	0.8675149	0.9217292	0.8938007	2.13E-09	-1
1898	0.014998189	0.319148932	0.241935484	0.46875	0.021739126	0.016393443	0.032258065	0.29885057	0.232142857	0.419354839	0.004972844	0.057994196	0.017029409	6.29E-08	0.000242385	3.90E-06	1.21E-06	0.000741347	3.00E-05	0.84486866	0.8685206	0.8565314	8.50E-11	0.5
1899	0.005701101	0.382608691	0.271604938	0.647058824	0.159292031	0.1125	0.272727273	0.4040404	0.298507463	0.625	0.013677219	0.086188678	0.03445975	3.36E-07	0.000369179	1.11E-05	3.44E-06	0.000414978	3.79E-05	0.849616	0.9068487	0.8772999	1.49E-09	0
1900	0.014011439	0.181818177	0.205882353	0.162790698	0	0	0	0.158730154	0.178571429	0.142857143	0.003727738	0.084246956	0.017743375	2.35E-08	0.000321895	2.75E-06	3.99E-07	0.000229618	9.59E-06	0.8297855	0.8367833	0.8332697	1.18E-10	0.5
1901	0	0.282352936	0.292682927	0.272727273	0.144578308	0.15	0.139534884	0.25454545	0.35	0.2	0.011261464	0.078351454	0.029704405	2.65E-07	0.000177954	6.86E-06	4.46E-06	0.000616487	5.26E-05	0.88637024	0.86186445	0.87394553	5.69E-10	0
1902	0.010476765	0.324324319	0.333333333	0.315789474	0.109289612	0.112359551	0.106382979	0.321167878	0.338461538	0.305555556	0.010042959	0.086530982	0.029495281	1.24E-07	0.000205162	5.05E-06	2.49E-06	0.000535828	3.67E-05	0.86519593	0.8649081	0.86505204	1.28E-09	0
1903	0.006253488	0.283018864	0.205479452	0.454545455	0.057692303	0.041666667	0.09375	0.289156622	0.230769231	0.387096774	0.028543721	0.154012765	0.0663031	1.23E-07	0.000764978	9.69E-06	3.57E-06	0.001174682	6.48E-05	0.85586673	0.88791037	0.87159413	2.07E-07	0
1904	0.018348431	0.255813949	0.20754717	0.333333333	0.095238091	0.076923077	0.125	0.298507458	0.263157895	0.344827586	0.016777396	0.097186581	0.040379913	1.22E-07	0.000118788	3.81E-06	2.98E-06	0.000464736	3.75E-05	0.87729216	0.87284434	0.8750626	1.96E-09	0
1905	0.01451628	0.36507936	0.333333333	0.403508772	0.129032253	0.117647059	0.142857143	0.38461538	0.363636364	0.408163265	0.012748096	0.111373969	0.037779764	6.38E-07	0.000815154	2.28E-05	3.05E-06	0.000533304	4.04E-05	0.84444225	0.87681186	0.8603227	3.27E-09	0.5
1906	0.104807923	0.205882348	0.24137931	0.179487179	0.060606056	0.071428571	0.052631579	0.190476186	0.222222222	0.166666667	0.007128431	0.083938298	0.024461158	3.58E-08	0.000140136	2.24E-06	1.90E-06	0.000305836	2.41E-05	0.8277083	0.846022	0.83676493	4.96E-11	0.5
1907	0	0.321839076	0.28	0.378378378	0.07058823	0.06122449	0.083333333	0.346666662	0.302325581	0.40625	0.011296444	0.134909489	0.039038405	9.17E-08	0.000465291	6.53E-06	9.17E-07	0.000730852	2.59E-05	0.8792133	0.89560413	0.88733304	6.84E-09	0.5
1908	0.005006201	0.360902251	0.255319149	0.615384615	0.198473278	0.139784946	0.342105263	0.419047615	0.314285714	0.628571429	0.011529869	0.08366264	0.031062571	1.56E-07	0.000200142	5.59E-06	3.71E-06	0.000538198	4.51E-05	0.84164983	0.88090545	0.86083037	3.90E-10	0.5
1909	0.010725482	0.21428571	0.174418605	0.277777778	0.014492749	0.011764706	0.018867925	0.208695647	0.181818182	0.244897959	0.004753897	0.107042941	0.022558176	3.25E-08	0.000396156	3.59E-06	1.04E-06	0.000537765	2.36E-05	0.8292229	0.84952796	0.83925265	3.95E-10	-0.5
1910	0.007756598	0.305882349	0.216666667	0.52	0.024096381	0.016949153	0.041666667	0.282051278	0.203703704	0.458333333	0.00360569	0.059235283	0.015039168	2.43E-08	0.000174041	2.06E-06	7.68E-07	0.000242426	1.37E-05	0.8141869	0.8764961	0.8441933	5.85E-11	0.5
1911	0	0.352941172	0.310344828	0.409090909	0.119999995	0.105263158	0.139534884	0.359550557	0.333333333	0.390243902	0.01354161	0.082088424	0.035224277	1.08E-07	0.000153008	4.35E-06	2.41E-06	0.000572383	4.20E-05	0.83807135	0.84501445	0.8415286	2.71E-09	0
1912	0.015715148	0.397515523	0.355555556	0.450704225	0.176100624	0.157303371	0.2	0.369230764	0.347826087	0.393442623	0.013060518	0.096964254	0.035586974	3.83E-07	0.000587091	1.50E-05	2.06E-06	0.000626722	3.59E-05	0.84528124	0.88832635	0.8662694	6.75E-09	0.5
1913	0.010953758	0.319999995	0.285714286	0.363636364	0.027397255	0.024390244	0.03125	0.30985915	0.282051282	0.34375	0.008443291	0.0888234	0.02741259	2.29E-08	0.000168426	1.96E-06	7.63E-07	0.000512931	1.98E-05	0.8647268	0.8757518	0.8702044	1.16E-09	0
1914	0.010854323	0.56944444	0.471264368	0.719298246	0.295774643	0.244186047	0.375	0.508771925	0.453125	0.58	0.046276343	0.180454312	0.091382534	3.75E-06	0.002471012	9.63E-05	4.41E-05	0.003037219	0.000366147	0.9031649	0.9222861	0.9126254	4.31E-08	0
1915	0.007032188	0.318181813	0.318181818	0.318181818	0.107692303	0.107692308	0.107692308	0.327586202	0.316666667	0.339285714	0.017305057	0.103383293	0.042297238	8.83E-08	0.000510197	6.71E-06	8.31E-07	0.000326621	1.65E-05	0.866904	0.8653581	0.8661304	5.02E-09	1
1916	0.019538768	0.388059697	0.276595745	0.65	0.18461538	0.130434783	0.315789474	0.393442619	0.285714286	0.631578947	0.01406967	0.086075425	0.034800192	2.75E-07	0.000207657	7.56E-06	4.96E-06	0.000944773	6.84E-05	0.8863478	0.9249812	0.90525246	6.76E-09	0
1917	0	0.235294113	0.216216216	0.258064516	0.151515147	0.138888889	0.166666667	0.253968249	0.242424242	0.266666667	0.017177505	0.098335772	0.04109946	3.50E-07	0.000584807	1.43E-05	1.55E-05	0.002276149	0.000187585	0.8977853	0.8840513	0.8908654	9.48E-09	0.5
1918	0.01485401	0.352941172	0.322580645	0.38961039	0.1547619	0.141304348	0.171052632	0.305343506	0.289855072	0.322580645	0.011915094	0.125918557	0.038757239	1.82E-07	0.000504847	9.59E-06	2.61E-06	0.000437537	3.40E-05	0.85376877	0.8776753	0.86555696	8.39E-09	1
1919	0	0.199999995	0.162162162	0.260869565	0.034482754	0.027777778	0.045454545	0.210526311	0.171428571	0.272727273	0.001622884	0.038517069	0.007909266	1.67E-08	8.47E-05	1.19E-06	1.12E-06	0.000426397	2.18E-05	0.83230174	0.8729358	0.8521346	1.25E-10	0.5
1920	0.028022877	0.173913038	0.166666667	0.181818182	0.029850741	0.028571429	0.03125	0.18518518	0.208333333	0.166666667	0.001500808	0.050464339	0.008702724	8.52E-09	0.000128046	1.04E-06	1.06E-07	0.000131273	3.73E-06	0.8550459	0.8394613	0.8471819	9.68E-10	-0.5
1921	0.017632308	0.296296291	0.290909091	0.301886792	0.150943391	0.148148148	0.153846154	0.32258064	0.306122449	0.340909091	0.008841724	0.065526084	0.024133647	1.18E-07	0.000301758	5.96E-06	2.42E-07	0.000140149	5.82E-06	0.8479707	0.8731566	0.8603794	9.56E-10	1
1922	0.013848815	0.355932199	0.308823529	0.42	0.068965512	0.059701493	0.081632653	0.273684206	0.240740741	0.317073171	0.008016045	0.099433646	0.028232332	8.16E-08	0.000266506	4.66E-06	1.89E-06	0.000523063	3.14E-05	0.8629941	0.8684677	0.86572224	2.10E-10	0.5
1923	0.010986296	0.380165285	0.26744186	0.657142857	0.168067223	0.117647059	0.294117647	0.459999996	0.348484848	0.676470588	0.022989861	0.095435429	0.046843584	3.07E-07	0.000495055	1.23E-05	1.91E-06	0.000289053	2.35E-05	0.8575205	0.9039589	0.8801276	5.46E-09	0
1924	0.006524415	0.342342338	0.253333333	0.527777778	0.16513761	0.121621622	0.257142857	0.299999996	0.223880597	0.454545455	0.006833567	0.082976133	0.024560843	2.10E-07	0.000440189	1.01E-05	3.19E-06	0.000627924	4.84E-05	0.8344271	0.87716883	0.8552643	9.49E-10	0
1925	0.019970629	0.374999995	0.382978723	0.367346939	0.234042548	0.239130435	0.229166667	0.32558139	0.333333333	0.318181818	0.016887469	0.116193903	0.04433612	1.13E-07	0.000246474	5.27E-06	1.93E-06	0.000539565	3.22E-05	0.8824794	0.85926175	0.87071586	1.12E-09	0
1926	0.008647404	0.347826082	0.301886792	0.41025641	0.04444444	0.038461538	0.052631579	0.393939389	0.40625	0.382352941	0.014830589	0.070115201	0.032246701	1.55E-07	0.000121081	4.33E-06	2.37E-06	0.000252628	2.45E-05	0.8938537	0.880117	0.88693213	8.00E-09	-0.5
1927	0.008032414	0.235294113	0.275862069	0.205128205	0.059701488	0.070175439	0.051948052	0.254901956	0.317073171	0.213114754	0.002204809	0.046570801	0.010207307	1.36E-08	3.69E-05	7.08E-07	1.63E-07	4.17E-05	2.61E-06	0.82263964	0.8155771	0.8190931	6.57E-11	-0.5
1928	0	0	0	0	0	0	0	0	0	0	0.00112321	0.021528119	0.004939152	3.75E-09	1.57E-05	2.43E-07	9.02E-08	1.55E-05	1.18E-06	0.82065177	0.81547916	0.8180573	2.43E-11	-0.5
1929	0.007143378	0.279999995	0.328125	0.244186047	0.054054049	0.063492063	0.047058824	0.216666662	0.254901961	0.188405797	0.016875088	0.112040807	0.043833726	9.10E-08	0.000305623	5.31E-06	1.00E-06	0.00045635	2.23E-05	0.87687385	0.85254073	0.8645361	5.94E-10	0.5
1930	0	0.192307688	0.27027027	0.149253731	0.058823525	0.083333333	0.045454545	0.209302321	0.272727273	0.169811321	0.00537809	0.08197876	0.020997361	5.43E-08	0.000327885	4.23E-06	4.87E-07	0.00023877	1.08E-05	0.8668331	0.85000855	0.8583383	1.20E-08	1
1931	0.011547924	0.554216862	0.567901235	0.541176471	0.34146341	0.35	0.333333333	0.543999995	0.557377049	0.53125	0.107967763	0.183201575	0.140750587	1.64E-05	0.002705235	0.000211951	2.50E-05	0.002399436	0.00024674	0.90450585	0.9076449	0.9060727	1.42E-06	0.5
1932	0.018012497	0.413407816	0.420454545	0.406593407	0.07909604	0.08045977	0.077777778	0.296296291	0.307692308	0.285714286	0.009006473	0.077866392	0.026535825	6.38E-08	0.000237624	3.89E-06	1.15E-06	0.000336716	2.01E-05	0.8372523	0.8520337	0.8445783	6.11E-10	0.5
1933	0.008991621	0.235294113	0.196078431	0.294117647	0.19277108	0.16	0.242424242	0.243243238	0.2	0.310344828	0.00721119	0.084547395	0.024694447	3.55E-08	0.000141803	2.24E-06	3.44E-07	0.000111614	6.26E-06	0.8506126	0.86537755	0.85793155	1.22E-09	1
1934	0.012008331	0.383999995	0.315789474	0.489795918	0.162601621	0.133333333	0.208333333	0.383838379	0.339285714	0.441860465	0.01275234	0.071924574	0.031815609	2.03E-07	0.000161919	6.23E-06	1.44E-06	0.00024143	1.92E-05	0.88835466	0.90573484	0.89696056	4.54E-09	0
1935	0.021907515	0.404255314	0.452380952	0.365384615	0.152173908	0.170731707	0.137254902	0.409638549	0.447368421	0.377777778	0.016646206	0.109621398	0.042756224	1.02E-07	0.000195199	4.46E-06	7.09E-07	0.000191773	1.19E-05	0.8682659	0.8560004	0.8620896	4.02E-09	0
1936	0.01451628	0.261682238	0.222222222	0.318181818	0.038095233	0.032258065	0.046511628	0.273684206	0.25	0.302325581	0.004986987	0.084751961	0.020558614	3.85E-08	0.00011589	2.11E-06	1.77E-06	0.000414363	2.71E-05	0.84214646	0.8548298	0.84844077	6.41E-11	0
1937	0	0.105263153	0.114285714	0.097560976	0.027027022	0.029411765	0.025	0.148148143	0.2	0.117647059	0.003633701	0.045374277	0.01295497	1.31E-08	9.78E-05	1.14E-06	1.01E-06	0.000459742	2.18E-05	0.8733557	0.8460418	0.85948175	1.87E-09	1
1938	0.011850837	0.54545454	0.5	0.6	0.42553191	0.38961039	0.46875	0.553571424	0.508196721	0.607843137	0.015224312	0.098523136	0.038752092	7.76E-07	0.000617319	2.20E-05	2.65E-06	0.000669259	4.24E-05	0.8872923	0.90589565	0.8964975	2.18E-08	0
1939	0.013436925	0.307692303	0.231884058	0.457142857	0.078431368	0.058823529	0.117647059	0.247191007	0.196428571	0.333333333	0.006011469	0.064958316	0.019775335	5.26E-08	0.000255564	3.66E-06	7.46E-07	0.000283422	1.45E-05	0.8622178	0.9076853	0.8843675	8.84E-08	0
1940	0.033677857	0.203124996	0.317073171	0.149425287	0.047619043	0.075	0.034883721	0.191489358	0.36	0.130434783	0.001592831	0.032709555	0.007269187	8.10E-09	2.71E-05	4.70E-07	1.80E-07	6.46E-05	3.41E-06	0.844233	0.8357971	0.83999383	3.78E-11	-0.5
1941	0.015513195	0.270833329	0.216666667	0.361111111	0.042553187	0.033898305	0.057142857	0.29885057	0.245283019	0.382352941	0.007791361	0.08015722	0.025071143	2.08E-08	0.000124418	1.61E-06	5.97E-07	0.000135236	8.98E-06	0.8513411	0.89866656	0.87436396	4.01E-10	0.5
1942	0.007499095	0.433566429	0.5	0.382716049	0.170212761	0.196721311	0.15	0.413793099	0.461538462	0.375	0.018639769	0.078710791	0.038358454	2.48E-07	0.000307395	8.79E-06	2.12E-06	0.000373028	2.87E-05	0.8977695	0.8765236	0.88701934	9.43E-10	1
1943	0.016064829	0.18867924	0.175438596	0.204081633	0.076923072	0.071428571	0.083333333	0.253521122	0.321428571	0.209302326	0.004293819	0.070508845	0.017399773	9.86E-09	0.000109627	1.04E-06	8.69E-08	7.08E-05	2.48E-06	0.8216845	0.8407946	0.83112967	5.69E-11	-0.5
1944	0.005630056	0.260162597	0.195121951	0.390243902	0.066115698	0.049382716	0.1	0.231578943	0.189655172	0.297297297	0.004044311	0.087746746	0.018838129	3.91E-08	0.00031547	3.51E-06	1.20E-06	0.000523408	2.51E-05	0.8365357	0.86298805	0.849556	2.30E-10	0
1945	0.011813053	0.318181813	0.358974359	0.285714286	0.093023251	0.105263158	0.083333333	0.380952377	0.571428571	0.285714286	0.015979153	0.091163486	0.038166927	7.84E-08	0.000112164	2.97E-06	2.25E-06	0.000241111	2.33E-05	0.8977135	0.86999285	0.88363576	1.17E-09	-0.5
1946	0	0.197530859	0.181818182	0.216216216	0.075949362	0.069767442	0.083333333	0.228571424	0.228571429	0.228571429	0.007034798	0.075905318	0.023107982	3.79E-08	8.31E-05	1.78E-06	9.65E-07	0.000198192	1.38E-05	0.8325985	0.86023617	0.84619176	1.82E-09	1
1947	0.014535414	0.299319723	0.229166667	0.431372549	0.09655172	0.073684211	0.14	0.318584066	0.264705882	0.4	0.010605562	0.098461823	0.032314745	1.68E-07	0.00049533	9.11E-06	1.21E-06	0.000229026	1.67E-05	0.8503293	0.88601756	0.8678067	6.28E-10	-0.5
1948	0.019125191	0.322033893	0.387755102	0.275362319	0.068965512	0.083333333	0.058823529	0.291666662	0.378378378	0.237288136	0.005089126	0.09141934	0.021569538	1.08E-08	0.000169911	1.35E-06	1.77E-07	0.000191928	5.86E-06	0.8533674	0.8362584	0.8447263	1.15E-10	0
1949	0.010211007	0.247619043	0.276595745	0.224137931	0.097087374	0.108695652	0.087719298	0.303797464	0.387096774	0.25	0.004467877	0.049814009	0.014991347	7.36E-08	0.000183434	3.67E-06	1.50E-06	0.000261616	2.02E-05	0.88321835	0.8615584	0.87225395	5.52E-10	0
1950	0.00936438	0.255319144	0.235294118	0.279069767	0.065217386	0.06	0.071428571	0.189189184	0.189189189	0.189189189	0.009661282	0.07151126	0.026330665	4.21E-08	7.75E-05	1.81E-06	1.10E-06	0.000339493	1.93E-05	0.8242706	0.8570218	0.8403272	3.62E-10	0
1951	0.020478643	0.431654672	0.333333333	0.612244898	0.116788317	0.08988764	0.166666667	0.359999995	0.290322581	0.473684211	0.020851669	0.08660801	0.042563333	4.61E-07	0.000624083	1.70E-05	2.63E-06	0.000801256	4.61E-05	0.8661114	0.8876111	0.8767295	9.92E-09	1
1952	0	0.336633658	0.326923077	0.346938776	0.121212116	0.117647059	0.125	0.321839075	0.318181818	0.325581395	0.007722822	0.07085037	0.023391551	1.51E-07	0.000199484	5.48E-06	3.80E-06	0.000542699	4.54E-05	0.8816734	0.8708005	0.87620324	6.00E-10	1
1953	0.005062295	0.508670515	0.488888889	0.530120482	0.210526311	0.202247191	0.219512195	0.492957741	0.472972973	0.514705882	0.03606663	0.107006299	0.062634418	1.45E-06	0.000562355	2.86E-05	4.06E-06	0.000507193	4.55E-05	0.88240176	0.89702314	0.8896524	1.01E-09	1
1954	0.012170069	0.345323736	0.311688312	0.387096774	0.160583937	0.144736842	0.180327869	0.316666662	0.28358209	0.358490566	0.006070535	0.07219816	0.020997016	8.00E-08	0.000144099	3.40E-06	8.98E-07	0.000179858	1.27E-05	0.8236491	0.8498025	0.8365214	6.15E-11	0
1955	0.017632308	0.339622637	0.339622642	0.339622642	0.057692303	0.057692308	0.057692308	0.258064511	0.266666667	0.25	0.008627846	0.083154015	0.026933924	1.18E-07	0.000209421	4.97E-06	8.05E-07	0.000217542	1.32E-05	0.8604315	0.8791618	0.8696958	1.63E-10	0.5
1956	0	0.147058819	0.138888889	0.15625	0	0	0	0.131147536	0.125	0.137931034	0.004156627	0.059032756	0.015664515	3.25E-08	0.000140001	2.13E-06	5.53E-07	0.000230046	1.13E-05	0.87181604	0.8622414	0.8670023	2.84E-10	0.5
1957	0.014064377	0.340425527	0.342857143	0.338028169	0.115107909	0.115942029	0.114285714	0.336448593	0.36	0.315789474	0.01278395	0.10218079	0.036142415	1.18E-07	0.000298416	5.94E-06	1.91E-06	0.000518846	3.17E-05	0.8338206	0.8603218	0.846864	2.02E-08	0
1958	0.015513195	0.448598126	0.406779661	0.5	0.190476186	0.172413793	0.212765957	0.386363631	0.354166667	0.425	0.01107343	0.08862048	0.03132623	2.21E-07	0.000345218	8.76E-06	4.01E-06	0.00102198	6.41E-05	0.8807762	0.905639	0.8930346	3.15E-08	0.5
1959	0.013193028	0.367816087	0.444444444	0.31372549	0.07058823	0.085714286	0.06	0.356164379	0.448275862	0.295454545	0.01668357	0.092236927	0.040127277	7.70E-08	0.000147613	3.37E-06	1.66E-06	0.000484784	2.84E-05	0.86483943	0.8622099	0.86352265	5.32E-09	0
1960	0.010239322	0.205128202	0.131868132	0.461538462	0.034782605	0.022222222	0.08	0.191489358	0.128571429	0.375	0.005985509	0.102503997	0.024769717	2.92E-08	0.000371934	3.30E-06	1.01E-06	0.000474094	2.19E-05	0.84784216	0.90819615	0.876982	2.77E-10	1
1961	0	0.155038755	0.181818182	0.135135135	0.015748027	0.018518519	0.01369863	0.16513761	0.214285714	0.134328358	0.0044176	0.035355321	0.013270608	4.33E-09	1.08E-05	2.21E-07	2.17E-07	6.30E-05	3.71E-06	0.81114805	0.7853872	0.7980598	1.03E-09	0.5
1962	0.005427161	0.32624113	0.270588235	0.410714286	0.115107909	0.095238095	0.145454545	0.324324319	0.285714286	0.375	0.025705971	0.105184113	0.05199864	3.01E-07	0.000384523	1.08E-05	2.54E-06	0.000664798	4.11E-05	0.8598598	0.8855074	0.8724952	9.34E-10	0
1963	0.005119661	0.435754185	0.423913043	0.448275862	0.16949152	0.164835165	0.174418605	0.340425527	0.324324324	0.358208955	0.025060236	0.082494848	0.045801928	2.49E-07	0.000273124	8.25E-06	1.16E-06	0.000352482	2.03E-05	0.8695446	0.87109375	0.8703185	2.71E-09	0.5
1964	0.023269793	0.479166662	0.383333333	0.638888889	0.27659574	0.220338983	0.371428571	0.477272723	0.381818182	0.636363636	0.032888199	0.146701339	0.069460356	3.00E-07	0.000509098	1.24E-05	2.23E-06	0.000538981	3.47E-05	0.9015833	0.9437751	0.9221969	1.28E-10	0.5
1965	0.009985315	0.396551719	0.479166667	0.338235294	0.122807013	0.14893617	0.104477612	0.376237619	0.475	0.31147541	0.015199302	0.080842547	0.035170025	3.33E-07	0.000264409	9.49E-06	4.41E-06	0.000828311	6.08E-05	0.8744218	0.8578629	0.8660632	1.03E-09	0.5
1966	0	0.157142853	0.229166667	0.119565217	0.043478256	0.063829787	0.032967033	0.134615381	0.269230769	0.08974359	0.005244597	0.097056446	0.022869339	2.15E-08	0.000426489	3.03E-06	9.78E-07	0.001170102	3.38E-05	0.85828	0.8390582	0.8485603	8.29E-10	0.5
1967	0.015513195	0.157303366	0.118644068	0.233333333	0	0	0	0.149999995	0.117647059	0.206896552	0.00385477	0.085316033	0.018134878	1.62E-07	0.000677588	1.05E-05	3.63E-06	0.00102761	6.11E-05	0.84722686	0.8723615	0.8596105	2.78E-09	1
1968	0.012008331	0.257575753	0.217948718	0.314814815	0.046153841	0.038961039	0.056603774	0.264150938	0.24137931	0.291666667	0.007803055	0.082784736	0.025416018	2.53E-08	0.000168221	2.06E-06	7.58E-07	0.000397169	1.76E-05	0.8413801	0.86171883	0.85142803	8.94E-10	0.5
1969	0.008991621	0.252427179	0.240740741	0.265306122	0.039603955	0.037735849	0.041666667	0.222222217	0.212765957	0.23255814	0.006178172	0.089734166	0.023545551	8.74E-08	0.000251368	4.69E-06	1.40E-06	0.00026323	1.92E-05	0.8590244	0.86520827	0.8621052	1.27E-09	0.5
1970	0.006431535	0.383333329	0.319444444	0.479166667	0.135593216	0.112676056	0.170212766	0.368932034	0.31147541	0.452380952	0.020617532	0.156846403	0.056866385	2.11E-07	0.00051463	1.04E-05	1.43E-06	0.000329642	2.17E-05	0.8631042	0.88352406	0.8731948	1.16E-09	0.5
